SHG_Name,Date_of_Establishment,Number_of_Members,Sector,Annual_Revenue,Annual_Profit,Expenses,Loan_Amount,Loan_Repayment_Status,Projects_Completed,Success_Rate,Geographical_Area,Market_Reach,Training_Programs_Attended,Community_Impact,Awards_Recognitions,Economic_Conditions,Government_Support,Market_Trends,Credit_Score
SHG_374,2031-03-31,32,Agriculture,81431,16360,14866,12109,Pending,17,0.9692068719290721,Urban,Local,2,Medium,None,Good,Low,Stable,8
SHG_375,2031-04-30,18,Handicrafts,22254,7262,9531,8787,Pending,9,0.7074075596944736,Urban,National,3,High,Local,Good,Medium,Downward,3
SHG_376,2031-05-31,21,Services,61860,2058,43098,10096,Pending,2,0.7011674776186664,Rural,National,0,Medium,Local,Good,Medium,Upward,4
SHG_377,2031-06-30,10,Services,21344,11724,43278,8472,Default,8,0.6952968037908911,Urban,Local,4,Low,Local,Poor,Medium,Stable,2
SHG_378,2031-07-31,10,Handicrafts,11750,6178,33138,16807,Pending,15,0.5346641651938824,Urban,National,9,Medium,None,Poor,High,Upward,1
SHG_379,2031-08-31,43,Handicrafts,64756,7980,32065,4249,Default,7,0.8191611198959132,Rural,National,2,Medium,National,Average,Medium,Downward,5
SHG_380,2031-09-30,41,Services,77957,10200,34956,14949,Default,6,0.8665018098141767,Urban,Local,1,High,None,Good,Low,Upward,6
SHG_381,2031-10-31,34,Agriculture,68053,2229,46732,1750,Default,1,0.8380626987941451,Rural,National,2,Low,National,Good,Low,Stable,5
SHG_382,2031-11-30,49,Services,80855,9467,44261,18351,Pending,15,0.5692177466646972,Urban,Regional,7,High,Local,Poor,Medium,Stable,6
SHG_383,2031-12-31,10,Handicrafts,25896,3289,15759,4088,Paid,7,0.7894200840177963,Urban,National,5,Medium,National,Poor,Low,Stable,3
SHG_384,2032-01-31,25,Agriculture,65761,2239,10439,15282,Paid,17,0.784742242086127,Urban,Regional,6,Medium,Local,Average,High,Downward,6
SHG_385,2032-02-29,48,Agriculture,72552,6370,47533,19330,Pending,2,0.934205393970691,Rural,National,5,High,Local,Average,Medium,Stable,5
SHG_386,2032-03-31,14,Handicrafts,87454,17170,33270,9641,Paid,9,0.6895638291878234,Urban,Local,5,High,National,Poor,Low,Downward,7
SHG_387,2032-04-30,31,Handicrafts,37935,1125,18279,5075,Paid,9,0.6857429718297171,Urban,Local,2,High,Local,Good,Low,Upward,4
SHG_388,2032-05-31,38,Handicrafts,47641,13504,44279,10412,Default,13,0.8092635293590928,Rural,National,7,Low,National,Average,Medium,Stable,4
SHG_389,2032-06-30,12,Services,39711,16398,49251,15686,Default,6,0.8165363267497565,Rural,Local,6,Medium,Local,Poor,Low,Stable,3
SHG_390,2032-07-31,21,Services,80342,7638,28888,7230,Pending,6,0.7346426136628952,Urban,National,6,High,None,Poor,Medium,Stable,7
SHG_391,2032-08-31,35,Agriculture,22182,7570,22630,15432,Pending,3,0.7215296811652105,Rural,Local,5,Medium,None,Good,Low,Upward,2
SHG_392,2032-09-30,25,Handicrafts,97833,4249,40144,11002,Paid,17,0.7470738353189413,Urban,Regional,4,Low,Local,Poor,High,Stable,7
SHG_393,2032-10-31,46,Agriculture,66276,10110,36182,13947,Default,17,0.9305226497516559,Urban,National,9,Low,Local,Poor,Low,Downward,5
SHG_394,2032-11-30,31,Agriculture,29541,8595,30538,13686,Pending,12,0.7305834506269551,Rural,Regional,7,Low,National,Average,Low,Upward,3
SHG_395,2032-12-31,38,Agriculture,92310,14605,16824,17915,Pending,16,0.9699658959849112,Rural,Regional,4,Low,None,Poor,Medium,Upward,8
SHG_396,2033-01-31,23,Agriculture,54813,13115,37125,13074,Pending,15,0.7520018817981631,Rural,National,8,Medium,National,Poor,Low,Upward,4
SHG_397,2033-02-28,37,Handicrafts,47198,7294,11979,19374,Pending,13,0.9746003465904457,Urban,Regional,8,Low,Local,Average,Medium,Upward,5
SHG_398,2033-03-31,14,Agriculture,18820,6757,31189,4493,Pending,1,0.9164159509345379,Rural,National,0,Low,Local,Good,High,Upward,2
SHG_399,2033-04-30,39,Handicrafts,34070,13595,47600,17317,Pending,17,0.6812156613079146,Urban,Regional,5,High,National,Good,Medium,Downward,2
SHG_400,2033-05-31,14,Handicrafts,79768,2969,17504,1460,Paid,3,0.9318207106483081,Rural,National,6,Low,Local,Average,Medium,Upward,7
SHG_401,2033-06-30,21,Services,21122,11985,25669,14140,Default,15,0.5550316421005577,Urban,National,2,High,None,Average,Low,Stable,2
SHG_402,2033-07-31,25,Handicrafts,90559,18275,11910,19107,Default,4,0.9625235876715073,Rural,Local,6,Low,National,Good,High,Upward,9
SHG_403,2033-08-31,35,Services,83543,5470,39964,10704,Pending,4,0.8158217575414458,Urban,National,6,Low,None,Good,Medium,Upward,6
SHG_404,2033-09-30,35,Handicrafts,93441,11225,25131,16669,Default,18,0.5271953742611556,Rural,National,1,High,None,Good,Low,Upward,8
SHG_405,2033-10-31,30,Handicrafts,51786,10556,30227,16648,Default,17,0.8221283618254058,Urban,Regional,6,Low,None,Good,Low,Upward,4
SHG_406,2033-11-30,48,Handicrafts,16737,10206,10978,6816,Default,19,0.9871238270723781,Rural,National,0,Medium,National,Good,Medium,Upward,3
SHG_407,2033-12-31,45,Services,46062,10991,26991,11639,Pending,11,0.5349003273073145,Rural,Local,4,Medium,Local,Average,Low,Downward,4
SHG_408,2034-01-31,42,Services,64237,8519,22153,14424,Pending,3,0.7773438548900431,Urban,Regional,8,Low,None,Poor,Medium,Downward,6
SHG_409,2034-02-28,39,Agriculture,61571,14669,38548,13965,Default,8,0.8738971748796862,Rural,Regional,6,Medium,None,Good,Medium,Upward,5
SHG_410,2034-03-31,46,Services,35510,5612,47676,18146,Default,14,0.9051292933497657,Urban,Local,6,High,None,Good,Medium,Downward,2
SHG_411,2034-04-30,32,Services,29426,13373,44071,11240,Pending,1,0.7069137326603979,Urban,Regional,1,Low,Local,Poor,High,Stable,2
SHG_412,2034-05-31,19,Services,47265,18582,8983,40,Paid,14,0.6020832795841216,Rural,Regional,7,Low,Local,Poor,Medium,Upward,6
SHG_413,2034-06-30,14,Services,27850,16552,14503,5827,Default,2,0.521171139386192,Urban,Regional,2,High,National,Poor,Low,Stable,4
SHG_414,2034-07-31,45,Agriculture,76150,15646,34921,8259,Paid,4,0.7898630785486124,Rural,Regional,7,High,Local,Poor,High,Stable,6
SHG_415,2034-08-31,43,Services,97312,6238,21905,17371,Default,19,0.7264555351338053,Rural,Local,2,High,National,Poor,Low,Upward,8
SHG_416,2034-09-30,40,Handicrafts,99613,16577,28953,14849,Paid,6,0.9743721975748555,Urban,Local,9,Low,National,Poor,High,Stable,8
SHG_417,2034-10-31,19,Handicrafts,84910,16504,31806,16232,Paid,1,0.5303024538574549,Rural,Regional,6,High,National,Average,High,Stable,7
SHG_418,2034-11-30,28,Services,62375,4719,27168,7804,Paid,17,0.8426976717230028,Urban,Regional,1,High,National,Poor,High,Stable,5
SHG_419,2034-12-31,41,Services,45435,1302,9583,19582,Pending,8,0.5124831110600285,Urban,Local,3,Medium,National,Poor,High,Upward,4
SHG_420,2035-01-31,10,Handicrafts,67132,13144,43714,5374,Paid,19,0.5857170883552714,Rural,Local,5,Medium,None,Average,Low,Upward,5
SHG_421,2035-02-28,14,Handicrafts,88945,18370,44896,2524,Paid,1,0.7267894999614171,Rural,Local,8,Low,Local,Poor,Medium,Stable,7
SHG_422,2035-03-31,13,Agriculture,92050,11055,16889,9277,Paid,5,0.727436221401434,Urban,Regional,4,Medium,None,Good,Low,Upward,8
SHG_423,2035-04-30,25,Handicrafts,12983,5440,32413,18863,Default,16,0.842850271466822,Urban,Regional,8,Medium,National,Good,Medium,Upward,1
SHG_424,2035-05-31,33,Handicrafts,30662,4072,17275,9885,Paid,6,0.9551065174338783,Rural,National,4,High,Local,Poor,Low,Stable,3
SHG_425,2035-06-30,25,Services,33510,14598,7461,778,Default,8,0.8195160794574604,Rural,Local,9,High,None,Average,High,Upward,5
SHG_426,2035-07-31,11,Handicrafts,88187,15287,19291,1492,Paid,13,0.9767675489257543,Rural,Regional,7,Medium,None,Good,High,Downward,8
SHG_427,2035-08-31,37,Agriculture,50998,14965,16435,17044,Paid,16,0.9408078199389989,Rural,Local,0,Medium,National,Average,Medium,Upward,5
SHG_428,2035-09-30,41,Handicrafts,66846,10519,32935,17732,Pending,3,0.7922498977653951,Urban,Regional,6,Medium,None,Good,Medium,Downward,5
SHG_429,2035-10-31,36,Services,16640,14380,38453,13615,Default,19,0.9168959754594137,Rural,Local,3,Low,None,Poor,Low,Stable,2
SHG_430,2035-11-30,29,Services,54547,12865,23544,12132,Paid,12,0.821288805161817,Urban,Regional,4,Low,None,Average,Medium,Upward,5
SHG_431,2035-12-31,33,Handicrafts,64620,9125,17258,10178,Default,16,0.5392789154618636,Urban,National,5,Low,None,Average,Low,Stable,6
SHG_432,2036-01-31,21,Services,25317,4291,35841,7851,Default,11,0.870282361629755,Rural,National,4,Medium,None,Average,Medium,Stable,2
SHG_433,2036-02-29,44,Agriculture,17564,5033,15736,16288,Pending,10,0.5474542206336731,Urban,Local,0,Medium,National,Good,Medium,Stable,2
SHG_434,2036-03-31,42,Agriculture,37345,6105,42643,7156,Pending,4,0.7970413902848562,Rural,Regional,8,Low,National,Good,Medium,Stable,3
SHG_435,2036-04-30,42,Handicrafts,89273,18087,48950,2044,Pending,12,0.8513201029291144,Urban,Regional,1,Low,None,Good,High,Stable,7
SHG_436,2036-05-31,46,Handicrafts,84859,9133,39964,7368,Pending,2,0.5332638041054276,Rural,Local,8,Medium,National,Poor,High,Upward,7
SHG_437,2036-06-30,21,Handicrafts,90765,17958,33044,19900,Pending,19,0.6153973269632659,Urban,Regional,9,High,National,Good,Low,Downward,7
SHG_438,2036-07-31,12,Services,84038,6704,44933,13635,Pending,5,0.9578361161308249,Urban,Local,1,Low,Local,Poor,Medium,Upward,6
SHG_439,2036-08-31,10,Agriculture,62393,8848,20997,9168,Pending,8,0.8081572461164481,Rural,Regional,8,Medium,None,Average,Low,Upward,6
SHG_440,2036-09-30,42,Agriculture,76081,13975,19215,17111,Pending,7,0.6231430094052658,Rural,Local,5,Medium,National,Average,Medium,Upward,7
SHG_441,2036-10-31,49,Services,39430,7924,38069,11328,Paid,14,0.8453398855740033,Urban,Regional,8,High,National,Poor,High,Upward,3
SHG_442,2036-11-30,19,Agriculture,85532,1488,28911,13319,Default,3,0.7983882099808448,Urban,Local,5,Medium,None,Good,High,Downward,7
SHG_443,2036-12-31,38,Handicrafts,37788,8114,22030,342,Pending,18,0.7507878499589742,Rural,Regional,5,Medium,Local,Poor,Medium,Upward,4
SHG_444,2037-01-31,22,Handicrafts,58543,16740,34334,1447,Pending,16,0.9880934874940419,Urban,National,1,Low,None,Average,Medium,Stable,5
SHG_445,2037-02-28,21,Handicrafts,23919,4173,19571,6581,Default,19,0.8417268887037545,Rural,Regional,7,Low,Local,Average,High,Upward,3
SHG_446,2037-03-31,40,Agriculture,79346,2667,47719,11851,Paid,19,0.6877205548339563,Urban,Local,2,High,None,Poor,High,Upward,5
SHG_447,2037-04-30,11,Handicrafts,49974,5114,33927,6317,Default,18,0.9000367160384339,Rural,National,6,High,None,Good,Low,Downward,4
SHG_448,2037-05-31,44,Services,26371,4553,25714,16910,Default,16,0.9422916464605939,Urban,Regional,4,Medium,None,Good,High,Downward,2
SHG_449,2037-06-30,32,Services,55084,8761,48541,10088,Pending,8,0.5626102797584157,Rural,National,2,Low,None,Poor,Medium,Stable,4
SHG_450,2037-07-31,26,Agriculture,39629,2000,28387,12946,Default,1,0.6002764889226333,Rural,Regional,0,High,Local,Poor,Low,Upward,3
SHG_451,2037-08-31,35,Services,61184,16638,33444,16789,Default,17,0.6081135045638899,Urban,National,7,High,Local,Good,Medium,Upward,5
SHG_452,2037-09-30,17,Services,71916,18772,24921,14567,Pending,12,0.8456059046932702,Rural,Local,2,High,National,Average,Low,Upward,7
SHG_453,2037-10-31,38,Agriculture,83972,6450,18057,14868,Pending,11,0.8015197775266416,Urban,Regional,1,Medium,None,Poor,Medium,Stable,7
SHG_454,2037-11-30,35,Handicrafts,72187,4712,29858,9765,Pending,5,0.8094957823492941,Rural,Regional,0,Low,Local,Good,High,Downward,6
SHG_455,2037-12-31,19,Handicrafts,22984,2367,49638,12466,Pending,12,0.9703866498447504,Rural,Local,3,High,Local,Good,Medium,Stable,1
SHG_456,2038-01-31,35,Handicrafts,43039,9189,31062,18230,Default,17,0.887955766403653,Rural,National,7,Low,Local,Average,Low,Upward,4
SHG_457,2038-02-28,43,Agriculture,95431,10013,41850,17862,Default,6,0.5639684622558916,Urban,Local,2,High,None,Average,Medium,Downward,7
SHG_458,2038-03-31,16,Services,93691,17838,25567,10587,Paid,1,0.6737535412125906,Rural,Local,0,High,National,Average,Low,Downward,8
SHG_459,2038-04-30,13,Handicrafts,68606,4726,34739,771,Paid,5,0.7176968230878678,Urban,National,3,Low,Local,Average,Medium,Stable,6
SHG_460,2038-05-31,20,Handicrafts,20616,5806,48285,16300,Default,14,0.6979807943738024,Rural,Local,8,Low,None,Average,High,Downward,1
SHG_461,2038-06-30,38,Agriculture,60072,3190,8754,8770,Paid,5,0.8346543045809396,Urban,Regional,0,Low,Local,Poor,High,Downward,6
SHG_462,2038-07-31,45,Handicrafts,34574,10108,32044,11093,Default,1,0.9459465516282812,Urban,Regional,1,Medium,Local,Good,Medium,Upward,3
SHG_463,2038-08-31,34,Agriculture,13430,13178,6724,13803,Paid,18,0.653025731761394,Urban,Regional,8,High,National,Poor,Medium,Upward,3
SHG_464,2038-09-30,30,Services,22676,3875,6376,193,Pending,16,0.7759385682105928,Rural,Local,1,Medium,Local,Poor,Medium,Downward,3
SHG_465,2038-10-31,45,Agriculture,20816,6592,13706,2007,Paid,9,0.8947047109567928,Urban,Regional,2,Low,Local,Poor,Low,Downward,3
SHG_466,2038-11-30,19,Agriculture,42733,18824,13894,17569,Pending,19,0.7081090294226746,Rural,Regional,6,High,None,Poor,Medium,Stable,5
SHG_467,2038-12-31,46,Agriculture,95680,13592,23037,18778,Pending,5,0.5840590641996479,Urban,Regional,2,Medium,None,Poor,Medium,Stable,8
SHG_468,2039-01-31,18,Agriculture,12050,9927,23450,11190,Pending,2,0.7374754826318741,Urban,Regional,8,High,National,Average,Low,Downward,2
SHG_469,2039-02-28,33,Services,43933,15437,21406,9984,Pending,15,0.5276112603715142,Urban,Regional,5,Medium,None,Average,High,Upward,5
SHG_470,2039-03-31,44,Services,34951,12530,34725,9302,Paid,7,0.9711917270011384,Urban,Regional,2,Low,None,Good,Medium,Downward,3
SHG_471,2039-04-30,44,Handicrafts,42413,8010,10926,7429,Default,4,0.5374106025974865,Rural,Local,8,Medium,National,Poor,Medium,Downward,5
SHG_472,2039-05-31,45,Services,44801,12207,44019,2261,Pending,1,0.7192283576252891,Urban,Regional,0,High,Local,Good,High,Upward,4
SHG_473,2039-06-30,27,Services,65619,3989,14496,6716,Paid,13,0.7649406305442631,Urban,Regional,9,High,National,Average,High,Upward,6
SHG_474,2039-07-31,48,Handicrafts,42913,13040,41068,8921,Pending,7,0.9926519161436427,Rural,National,2,High,None,Average,Low,Stable,4
SHG_475,2039-08-31,41,Services,50600,10218,34806,4378,Paid,15,0.5830109118214304,Urban,Local,0,High,National,Average,Medium,Stable,4
SHG_476,2039-09-30,33,Agriculture,67775,7471,27663,7815,Paid,14,0.5572157593061793,Urban,Local,1,Low,Local,Poor,Medium,Stable,6
SHG_477,2039-10-31,32,Agriculture,45400,3863,46321,13778,Paid,19,0.5043530735312718,Urban,Local,7,Medium,National,Poor,Low,Stable,3
SHG_478,2039-11-30,41,Handicrafts,14494,11693,41495,19835,Default,18,0.5777857184346511,Urban,Local,6,Low,None,Average,High,Upward,1
SHG_479,2039-12-31,46,Handicrafts,90688,2177,27656,12728,Paid,10,0.6036364895338338,Rural,Regional,1,Low,None,Good,Low,Downward,7
SHG_480,2040-01-31,21,Handicrafts,99431,5760,30860,10332,Paid,9,0.8152904707915462,Rural,Regional,1,Low,National,Good,High,Stable,8
SHG_481,2040-02-29,22,Agriculture,84691,1011,21832,9836,Default,8,0.6098533951957001,Urban,National,8,High,Local,Average,Low,Stable,7
SHG_482,2040-03-31,32,Services,53001,17353,43787,2800,Default,10,0.5102604073646626,Rural,National,5,High,National,Good,High,Upward,4
SHG_483,2040-04-30,34,Agriculture,77364,12556,26727,8333,Paid,17,0.9133091727512443,Rural,Local,4,High,Local,Average,Low,Upward,7
SHG_484,2040-05-31,44,Handicrafts,55028,12563,47815,5410,Default,2,0.6827978505019834,Urban,National,9,Medium,Local,Good,High,Downward,4
SHG_485,2040-06-30,39,Services,47573,15051,34545,17839,Pending,6,0.6768483432903669,Rural,National,5,High,National,Average,High,Downward,4
SHG_486,2040-07-31,26,Services,10806,12022,49522,5808,Pending,5,0.6512395145839633,Urban,Local,8,Medium,Local,Good,High,Upward,1
SHG_487,2040-08-31,29,Agriculture,66638,9234,7520,6796,Default,9,0.9876866385732104,Rural,Local,6,High,None,Poor,High,Stable,7
SHG_488,2040-09-30,34,Handicrafts,39757,17173,8081,10288,Default,5,0.5850577086546407,Rural,National,9,High,National,Average,High,Stable,5
SHG_489,2040-10-31,31,Agriculture,44636,14178,39196,17709,Paid,18,0.9491190319766176,Rural,Regional,9,Low,Local,Average,Medium,Stable,4
SHG_490,2040-11-30,22,Services,90097,7570,41735,17543,Default,9,0.888401666069944,Urban,National,8,Low,None,Good,High,Downward,7
SHG_491,2040-12-31,28,Agriculture,58280,1406,44213,4650,Paid,17,0.5382399777496565,Rural,National,3,Low,National,Average,Medium,Stable,4
SHG_492,2041-01-31,45,Agriculture,34262,10206,19566,4987,Pending,17,0.9933645507504243,Urban,Regional,1,Medium,None,Average,High,Stable,4
SHG_493,2041-02-28,21,Handicrafts,90435,5431,19042,15200,Default,12,0.6356829817695053,Urban,Regional,7,Medium,None,Average,Medium,Upward,8
SHG_494,2041-03-31,28,Handicrafts,72211,7542,30498,4697,Paid,7,0.5492914635112062,Rural,Local,3,High,None,Poor,Medium,Stable,6
SHG_495,2041-04-30,21,Services,64842,9906,16329,16724,Paid,3,0.9146571170628797,Urban,Local,8,Medium,Local,Poor,Low,Upward,6
SHG_496,2041-05-31,18,Agriculture,66979,5146,36656,3828,Pending,10,0.85333776683885,Rural,National,3,High,National,Good,High,Stable,5
SHG_497,2041-06-30,16,Agriculture,91470,13046,7159,18352,Default,2,0.8086094029389503,Urban,Regional,7,Medium,National,Poor,Low,Downward,9
SHG_498,2041-07-31,37,Agriculture,48197,13611,42900,17087,Pending,3,0.5779904318494666,Urban,Local,8,Medium,Local,Good,Low,Stable,4
SHG_499,2041-08-31,23,Services,51844,14076,24363,12605,Paid,16,0.739248058127981,Rural,National,8,Medium,National,Poor,High,Stable,5
